departamento;municipio;armas medios;cantidad;dia;mes;periodo;diasem
magdalena;santa marta (ct);arma de fuego;1;26;9;2022;2
magdalena;santa marta (ct);arma de fuego;1;15;11;2022;3
magdalena;zona bananera;arma de fuego;1;8;2;2022;3
quindio;armenia (ct);arma de fuego;1;22;2;2022;3
santander;puerto wilches;arma de fuego;1;15;11;2022;3
santander;sabana de torres;arma de fuego;1;5;9;2022;2
sucre;los palmitos;arma de fuego;1;23;3;2022;4
sucre;san benito abad;arma de fuego;1;18;3;2022;6
sucre;sincelejo (ct);arma de fuego;1;18;8;2022;5
tolima;ibague (ct);arma de fuego;1;22;2;2022;3
valle;cali (ct);arma de fuego;1;25;1;2022;3
valle;cali (ct);arma de fuego;1;7;2;2022;2
valle;cali (ct);arma de fuego;1;8;2;2022;3
valle;cali (ct);arma de fuego;1;6;5;2022;6
valle;cali (ct);arma de fuego;1;18;10;2022;3
caqueta;florencia (ct);contundentes;1;17;11;2022;5
cesar;bosconia;contundentes;1;25;7;2022;2
cesar;pailitas;contundentes;1;24;7;2022;1
cesar;san martin;contundentes;1;1;1;2022;7
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;20;1;2022;5
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;28;2;2022;2
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;18;5;2022;4
bogota d.c. (ct);bogota d.c. (ct);contundentes;1;11;7;2022;2
cundinamarca;cota;contundentes;1;29;8;2022;2
meta;acacias;contundentes;1;29;9;2022;5
norte de santander;cucuta (ct);contundentes;1;28;3;2022;2
santander;sabana de torres;contundentes;1;22;5;2022;1
sucre;san benito abad;contundentes;1;10;12;2022;7
valle;cali (ct);contundentes;1;28;8;2022;1
bolivar;cartagena (ct);llave maestra;1;1;12;2022;5
bogota d.c. (ct);bogota d.c. (ct);llave maestra;1;3;7;2022;1
bogota d.c. (ct);bogota d.c. (ct);llave maestra;1;26;9;2022;2
norte de santander;convencion;palancas;1;29;11;2022;3
antioquia;la ceja;sin empleo de armas;1;2;2;2022;4
antioquia;medellin (ct);sin empleo de armas;1;16;3;2022;4
antioquia;medellin (ct);sin empleo de armas;1;25;7;2022;2
antioquia;medellin (ct);sin empleo de armas;1;19;12;2022;2
antioquia;rionegro;sin empleo de armas;1;15;10;2022;7
atlantico;barranquilla (ct);sin empleo de armas;1;18;1;2022;3
atlantico;barranquilla (ct);sin empleo de armas;1;17;5;2022;3
atlantico;barranquilla (ct);sin empleo de armas;1;30;6;2022;5
atlantico;barranquilla (ct);sin empleo de armas;1;5;8;2022;6
atlantico;barranquilla (ct);sin empleo de armas;1;16;8;2022;3
atlantico;barranquilla (ct);sin empleo de armas;1;17;8;2022;4
atlantico;barranquilla (ct);sin empleo de armas;1;23;8;2022;3
caldas;la dorada;sin empleo de armas;1;1;3;2022;3
caqueta;cartagena del chaira;sin empleo de armas;1;29;9;2022;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;25;1;2022;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;11;2;2022;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;14;2;2022;2
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;16;3;2022;4
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;5;4;2022;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;5;5;2022;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;13;5;2022;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;29;6;2022;4
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;8;7;2022;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;18;8;2022;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;31;8;2022;4
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;13;9;2022;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;27;9;2022;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;11;10;2022;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;6;11;2022;1
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;2;12;2022;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;27;12;2022;3
guajira;riohacha (ct);sin empleo de armas;1;13;12;2022;3
magdalena;cienaga;sin empleo de armas;1;25;3;2022;6
magdalena;santa marta (ct);sin empleo de armas;1;7;2;2022;2
magdalena;santa marta (ct);sin empleo de armas;1;1;4;2022;6
magdalena;santa marta (ct);sin empleo de armas;1;13;4;2022;4
magdalena;santa marta (ct);sin empleo de armas;1;12;5;2022;5
magdalena;santa marta (ct);sin empleo de armas;1;24;6;2022;6
magdalena;santa marta (ct);sin empleo de armas;1;9;12;2022;6
valle;cali (ct);sin empleo de armas;1;16;3;2022;4
antioquia;envigado;arma de fuego;1;9;11;2023;5
antioquia;medellin (ct);arma de fuego;1;1;2;2023;4
antioquia;medellin (ct);arma de fuego;1;13;2;2023;2
antioquia;medellin (ct);arma de fuego;1;24;2;2023;6
antioquia;medellin (ct);arma de fuego;1;3;3;2023;6
antioquia;medellin (ct);arma de fuego;1;5;9;2023;3
atlantico;baranoa;arma de fuego;1;14;2;2023;3
atlantico;barranquilla (ct);arma de fuego;1;11;1;2023;4
atlantico;barranquilla (ct);arma de fuego;1;2;3;2023;5
atlantico;barranquilla (ct);arma de fuego;1;17;3;2023;6
atlantico;barranquilla (ct);arma de fuego;1;30;3;2023;5
atlantico;barranquilla (ct);arma de fuego;1;5;4;2023;4
atlantico;barranquilla (ct);arma de fuego;1;14;7;2023;6
atlantico;barranquilla (ct);arma de fuego;1;30;8;2023;4
atlantico;barranquilla (ct);arma de fuego;1;25;9;2023;2
atlantico;barranquilla (ct);arma de fuego;1;27;9;2023;4
atlantico;barranquilla (ct);arma de fuego;1;5;10;2023;5
atlantico;barranquilla (ct);arma de fuego;1;21;12;2023;5
atlantico;barranquilla (ct);arma de fuego;1;28;12;2023;5
atlantico;campo de la cruz;arma de fuego;1;9;5;2023;3
atlantico;puerto colombia;arma de fuego;1;25;8;2023;6
atlantico;puerto colombia;arma de fuego;1;3;10;2023;3
atlantico;soledad;arma de fuego;1;3;5;2023;4
atlantico;soledad;arma de fuego;1;27;7;2023;5
atlantico;soledad;arma de fuego;1;1;9;2023;6
atlantico;soledad;arma de fuego;1;18;10;2023;4
bolivar;mompos;arma de fuego;1;12;1;2023;5
cesar;agustin codazzi;arma de fuego;1;25;1;2023;4
cesar;el copey;arma de fuego;1;28;3;2023;3
cesar;pelaya;arma de fuego;1;10;1;2023;3
cesar;rio de oro;arma de fuego;1;13;3;2023;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;9;2;2023;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;2;23;2;2023;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;9;3;2023;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;29;3;2023;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;14;4;2023;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;2;5;2023;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;4;9;2023;2
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;6;9;2023;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;27;9;2023;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;4;10;2023;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;20;10;2023;6
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;8;11;2023;4
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;27;12;2023;4
cundinamarca;fusagasuga;arma de fuego;1;11;5;2023;5
cundinamarca;soacha;arma de fuego;1;24;1;2023;3
cundinamarca;soacha;arma de fuego;1;24;11;2023;6
cundinamarca;tenjo;arma de fuego;1;22;6;2023;5
guajira;riohacha (ct);arma de fuego;1;23;3;2023;5
guajira;riohacha (ct);arma de fuego;1;7;12;2023;5
huila;neiva (ct);arma de fuego;1;4;12;2023;2
magdalena;santa marta (ct);arma de fuego;1;16;2;2023;5
magdalena;santa marta (ct);arma de fuego;1;18;4;2023;3
magdalena;zona bananera;arma de fuego;1;30;1;2023;2
narino;taminango;arma de fuego;1;2;2;2023;5
norte de santander;teorama;arma de fuego;1;28;2;2023;3
quindio;calarca;arma de fuego;1;2;11;2023;5
risaralda;pereira (ct);arma de fuego;1;9;5;2023;3
risaralda;pereira (ct);arma de fuego;1;11;10;2023;4
santander;barbosa;arma de fuego;1;29;8;2023;3
santander;puerto wilches;arma de fuego;1;13;2;2023;2
sucre;corozal;arma de fuego;1;8;5;2023;2
sucre;san luis de since;arma de fuego;1;1;3;2023;4
sucre;santiago de tolu;arma de fuego;1;24;7;2023;2
tolima;espinal;arma de fuego;1;30;11;2023;5
valle;cali (ct);arma de fuego;1;1;3;2023;4
valle;cali (ct);arma de fuego;1;11;4;2023;3
valle;cali (ct);arma de fuego;1;3;10;2023;3
valle;cali (ct);arma de fuego;1;16;11;2023;5
valle;cali (ct);arma de fuego;1;14;12;2023;5
valle;candelaria;arma de fuego;1;5;6;2023;2
cauca;padilla;contundentes;1;31;3;2023;6
cundinamarca;funza;contundentes;1;17;11;2023;6
cundinamarca;girardot;contundentes;1;5;6;2023;2
guajira;riohacha (ct);contundentes;1;20;3;2023;2
magdalena;plato;contundentes;1;30;1;2023;2
norte de santander;cachira;contundentes;1;6;11;2023;2
tolima;coyaima;contundentes;1;21;8;2023;2
valle;palmira;contundentes;1;22;12;2023;6
cundinamarca;cajica;llave maestra;1;26;11;2023;1
magdalena;santa marta (ct);llave maestra;1;27;10;2023;6
antioquia;medellin (ct);sin empleo de armas;1;10;2;2023;6
antioquia;medellin (ct);sin empleo de armas;1;23;10;2023;2
atlantico;barranquilla (ct);sin empleo de armas;1;14;9;2023;5
atlantico;barranquilla (ct);sin empleo de armas;1;20;10;2023;6
atlantico;barranquilla (ct);sin empleo de armas;1;31;10;2023;3
atlantico;barranquilla (ct);sin empleo de armas;1;13;12;2023;4
atlantico;soledad;sin empleo de armas;1;12;10;2023;5
atlantico;soledad;sin empleo de armas;1;6;12;2023;4
caqueta;florencia (ct);sin empleo de armas;1;4;8;2023;6
caqueta;florencia (ct);sin empleo de armas;1;21;9;2023;5
casanare;pore;sin empleo de armas;1;1;12;2023;6
cordoba;monteria (ct);sin empleo de armas;1;16;11;2023;5
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;1;9;2023;6
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;12;12;2023;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;28;12;2023;5
cundinamarca;el colegio;sin empleo de armas;1;4;11;2023;7
cundinamarca;funza;sin empleo de armas;1;28;12;2023;5
cundinamarca;tocaima;sin empleo de armas;1;28;7;2023;6
meta;villavicencio (ct);sin empleo de armas;1;18;9;2023;2
putumayo;puerto asis;sin empleo de armas;1;26;5;2023;6
cundinamarca;tocancipa;no reporta;1;25;3;2023;7
atlantico;barranquilla (ct);arma de fuego;1;18;1;2024;5
atlantico;puerto colombia;arma de fuego;1;5;3;2024;3
atlantico;puerto colombia;arma de fuego;1;21;3;2024;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;4;1;2024;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;11;1;2024;5
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;23;1;2024;3
bogota d.c. (ct);bogota d.c. (ct);arma de fuego;1;12;4;2024;6
magdalena;cienaga;arma de fuego;1;14;2;2024;4
magdalena;santa marta (ct);arma de fuego;1;4;4;2024;5
meta;guamal;arma de fuego;1;22;1;2024;2
meta;villavicencio (ct);arma de fuego;1;17;4;2024;4
quindio;armenia (ct);arma de fuego;1;18;1;2024;5
valle;cali (ct);arma de fuego;1;1;3;2024;6
valle;cartago;arma de fuego;1;18;1;2024;5
atlantico;barranquilla (ct);sin empleo de armas;1;27;2;2024;3
atlantico;barranquilla (ct);sin empleo de armas;1;4;4;2024;5
atlantico;barranquilla (ct);sin empleo de armas;1;30;4;2024;3
bogota d.c. (ct);bogota d.c. (ct);sin empleo de armas;1;26;2;2024;2
